"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_744","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__conicus"
"ASV_745","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomeriaceae_gen_Incertae_sedis",NA
"ASV_746","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_747","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium","s__intermedium"
"ASV_748","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Phaeothecoidiellaceae","g__Phaeothecoidiella","s__illinoisensis"
"ASV_749","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Leprocaulales","f__Leprocaulaceae","g__Leprocaulon","s__knudsenii"
"ASV_750","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Niesslia","s__tenuis"
"ASV_751","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium","s__golubevii"
"ASV_752","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora","s__tritici-repentis"
"ASV_753","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Sporocadaceae","g__Sporocadus",NA
"ASV_754","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Neodevriesiaceae","g__Neodevriesia",NA
"ASV_755","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_756","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_757","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Ophiognomonia","s__rosae"
"ASV_758","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces",NA
"ASV_759","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_760","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_761","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_762","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_763","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__bergeri"
"ASV_764","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_765","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Peniophorella","s__pubera"
"ASV_766","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_767","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Hortaea","s__werneckii"
"ASV_768","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_769","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__infectoria"
"ASV_770","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_771","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__seaveri"
"ASV_772","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_773","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Neocelosporiaceae","g__Neocelosporiaceae_gen_Incertae_sedis",NA
"ASV_774","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Xerochrysium","s__xerophilum"
"ASV_775","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA
"ASV_776","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Neoantrodia",NA
"ASV_777","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__restricta"
"ASV_778","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudogymnoascus",NA
"ASV_779","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__larvis"
"ASV_780","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae","g__Paradevriesia","s__pseudoamericana"
"ASV_781","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_782","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Shiraiaceae","g__Shiraiaceae_gen_Incertae_sedis",NA
"ASV_783","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA
"ASV_784","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__hakeae"
"ASV_785","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Endoconidioma","s__populi"
"ASV_786","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Melanodiplodia","s__tianschanica"
"ASV_787","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_788","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Skvortzovia","s__furfuracea"
"ASV_789","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_790","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_791","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Acrospermales","f__Acrospermaceae","g__Oomyces","s__carneoalbus"
"ASV_792","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Calvatia","s__gigantea"
"ASV_793","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
"ASV_794","k__Fungi","p__Ascomycota","c__Ascomycota_cls_Incertae_sedis","o__Ascomycota_ord_Incertae_sedis","f__Ascomycota_fam_Incertae_sedis","g__Volucrispora","s__graminea"
"ASV_795","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__pseudopaisii"
"ASV_796","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_797","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Verticillium","s__dahliae"
"ASV_798","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_799","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_800","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_801","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Debaryomyces","s__prosopidis"
"ASV_802","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Proterochaete","s__adusta"
"ASV_803","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__tormentillae"
"ASV_804","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__larvis"
"ASV_805","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae","g__Botryobasidium","s__subcoronatum"
"ASV_806","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_807","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiosphaerella","s__taiwanica"
"ASV_808","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_809","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria","s__fibrillosa"
"ASV_810","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_811","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_812","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Powellomycetaceae_gen_Incertae_sedis",NA
"ASV_813","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__ovatus"
"ASV_814","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_815","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Occultifur",NA
"ASV_816","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_817","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_818","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_819","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_820","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Plagiostoma","s__pulchellum"
"ASV_821","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__ovatus"
"ASV_822","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__livida"
"ASV_823","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Sporocadaceae","g__Monochaetia","s__ilicis"
"ASV_824","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11","f__GS11_fam_Incertae_sedis","g__GS11_gen_Incertae_sedis",NA
"ASV_825","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_826","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_827","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_828","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotiaceae_gen_Incertae_sedis",NA
"ASV_829","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_830","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_831","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_832","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_833","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_834","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__communis"
"ASV_835","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__fumigatus"
"ASV_836","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_837","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia",NA
"ASV_838","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_839","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_840","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_841","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_842","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Datronia","s__mollis"
"ASV_843","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__fumigatus"
"ASV_844","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Buckleyzymales","f__Buckleyzymaceae","g__Buckleyzyma","s__aurantiaca"
"ASV_845","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Podosphaera",NA
"ASV_846","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Rachicladosporium",NA
"ASV_847","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_848","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_849","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_850","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__yunnanensis"
"ASV_851","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_852","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Teunia","s__cuniculi"
"ASV_853","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__salmonis"
"ASV_854","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pleurotaceae","g__Pleurotus",NA
"ASV_855","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__larvis"
"ASV_856","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"ASV_857","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae","g__Petrophila","s__incerta"
"ASV_858","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Hyphodermella","s__rosae"
"ASV_859","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA
"ASV_860","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_861","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Arnium",NA
"ASV_862","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_863","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_864","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__falcatus"
"ASV_865","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_866","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_867","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__subversicolor"
"ASV_868","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Tricharina","s__gilva"
"ASV_869","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_870","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Valsariales","f__Valsariaceae","g__Valsaria","s__insitiva"
"ASV_871","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_872","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_873","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla","s__aquaeductuum"
"ASV_874","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA
"ASV_875","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_876","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Eriospora","s__leucostoma"
"ASV_877","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_878","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Cytosporaceae","g__Cytospora","s__xinjiangensis"
"ASV_879","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Calvatia","s__craniiformis"
"ASV_880","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_881","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_882","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Schroeteria","s__delastrina"
"ASV_883","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_884","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes",NA,NA,NA,NA
"ASV_885","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__verrucosa"
"ASV_886","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Tetracoccosporium",NA
"ASV_887","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_888","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cryptocline","s__arctostaphyli"
"ASV_889","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Diplodia",NA
"ASV_890","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_891","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Arthrinium","s__arctoscopi"
"ASV_892","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae",NA,NA
"ASV_893","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_894","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Geosmithia","s__cnesini"
"ASV_895","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Neocladosporium","s__syringae"
"ASV_896","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Paraboeremia","s__selaginellae"
"ASV_897","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_898","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae","g__Botryobasidium","s__subcoronatum"
"ASV_899","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_900","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__arguta"
"ASV_901","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_902","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Skvortzovia","s__furfuracea"
"ASV_903","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"ASV_904","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__macerans"
"ASV_905","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_906","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium",NA
"ASV_907","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tarzettaceae","g__Geopyxis",NA
"ASV_908","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_909","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_910","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_911","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_912","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__hiemalis"
"ASV_913","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_914","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__hirta"
"ASV_915","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Linnemannia",NA
"ASV_916","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_917","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_918","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae",NA,NA
"ASV_919","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria","s__brevis"
"ASV_920","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_921","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_922","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormiella","s__vexans"
"ASV_923","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_924","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium",NA
"ASV_925","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Drepanopezizaceae","g__Pseudopeziza","s__medicaginis"
"ASV_926","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune"
"ASV_927","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV_928","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_929","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_930","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae",NA,NA
"ASV_931","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Terramycetaceae","g__Terramyces","s__subangulosus"
"ASV_932","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporales_fam_Incertae_sedis","g__Diplomitoporus","s__crustulinus"
"ASV_933","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV_934","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Neocatenulostroma","s__microsporum"
"ASV_935","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV_936","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__brevicompactum"
"ASV_937","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Kurtzmanomyces",NA
"ASV_938","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis",NA
"ASV_939","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Trichaptum",NA
"ASV_940","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_941","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_942","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_943","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__glabripes"
"ASV_944","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA
"ASV_945","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_946","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_947","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__buckinghamii"
"ASV_948","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Gnomoniopsis","s__clavulata"
"ASV_949","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_950","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_951","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Podosphaera",NA
"ASV_952","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_953","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora","s__stanislai"
"ASV_954","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae",NA,NA
"ASV_955","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__acerina"
"ASV_956","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_957","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Stagonosporopsis","s__oculi-hominis"
"ASV_958","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pleurotaceae","g__Pleurotus","s__pulmonarius"
"ASV_959","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria","s__fibrillosa"
"ASV_960","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Burgoa","s__verzuoliana"
"ASV_961","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__oeirense"
"ASV_962","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_963","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_964","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium","s__cygneicollum"
"ASV_965","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
